return_id,order_id,product_name,customer_name,return_date,reason,quantity_returned,refund_amount
RET-54185,CA-2017-157931,Global Ergonomic Managers Chair,Meg O'Connel,2026-03-14,Not as Described,2,290.59
RET-33002,CA-2014-124478,Globe Weis Peel & Seel First Class Envelopes,Matt Abelman,2023-01-29,Defective,3,36.48
RET-66059,CA-2017-111332,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Nat Carroll,2025-11-19,Defective,3,129.22
RET-22502,CA-2015-168767,Insertable Tab Post Binder Dividers,Dario Medina,2023-09-23,Wrong Item,1,5.65
RET-42512,US-2015-108966,Bretford CR4500 Series Slim Rectangular Table,Sean O'Donnell,2024-03-18,Damaged,4,662.43
RET-44995,CA-2017-119284,Staple-based wall hangings,Thomas Seio,2025-11-26,Not as Described,4,26.4
RET-11498,CA-2015-117800,Global Ergonomic Managers Chair,Tracy Hopkins,2024-03-04,Not as Described,3,512.85
RET-18142,CA-2017-155460,GBC DocuBind TL200 Manual Binding Machine,Rob Williams,2025-10-06,Damaged,3,504.52
RET-99925,CA-2016-130400,Pressboard Hanging Data Binders for Unburst Sheets,Sanjit Jacobs,2024-08-25,Defective,5,4.09
RET-93717,CA-2016-118689,Acco Perma 4000 Stacking Storage Drawers,Tamara Chand,2025-03-27,Not as Described,2,30.47
RET-27507,CA-2016-160479,SANFORD Major Accent Highlighters,Angele Hood,2025-03-01,Changed Mind,5,29.88
RET-89395,CA-2016-110772,Avery 512,Nick Zandusky,2025-04-27,Not as Described,8,17.56
RET-71712,CA-2017-101014,Electrix Fluorescent Magnifier Lamps & Weighted Base,Rick Wilson,2026-02-14,Defective,3,134.68
RET-99173,CA-2016-104157,Akro Stacking Bins,Meg Tillman,2025-01-22,Defective,1,7.51
RET-79228,CA-2017-131233,"Bush Westfield Collection Bookcases, Fully Assembled",Christine Sundaresam,2025-10-14,Not as Described,1,73.12
RET-81781,CA-2017-102414,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Joseph Airdo,2025-10-20,Defective,3,12.79
RET-78202,CA-2016-123722,Avery 499,Nicole Hansen,2025-03-06,Changed Mind,2,6.64
RET-86434,US-2014-164406,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Brian Dahlen,2023-01-21,Changed Mind,3,128.61
RET-69432,CA-2015-132626,Advantus Map Pennant Flags and Round Head Tacks,Brian Thompson,2023-12-14,Wrong Item,4,15.2
RET-17567,CA-2016-164399,Panasonic KX TS3282W Corded phone,Dianna Wilson,2025-05-01,Defective,2,121.21
RET-12853,US-2016-135209,Xerox 1898,Marc Harrigan,2025-06-15,Changed Mind,6,30.83
RET-85800,CA-2015-129917,HTC One Mini,Henry MacAllister,2024-03-13,Damaged,1,95.67
RET-18357,CA-2015-139780,Fellowes Presentation Covers for Comb Binding Machines,Anna HÃ¤berlin,2024-06-04,Defective,7,88.5
RET-71875,CA-2017-141614,Xerox 227,Noel Staavos,2025-11-09,Damaged,1,5.17
RET-27750,US-2017-146878,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Dan Lawera,2026-03-05,Changed Mind,1,10.28
RET-59479,CA-2017-119011,Acme Kleencut Forged Steel Scissors,Lisa Ryan,2026-02-03,Changed Mind,2,10.21
RET-80687,CA-2014-106229,"Bevis Round Conference Table Top, X-Base",Nick Radford,2022-11-12,Wrong Item,3,267.01
RET-80419,CA-2016-166674,50 Colored Long Pencils,Raymond Buch,2024-09-24,Changed Mind,2,16.74
RET-39188,US-2017-143175,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,George Ashbrook,2026-01-22,Damaged,1,31.48
RET-70686,CA-2015-100734,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Ann Chong,2024-03-13,Defective,1,73.28
RET-42441,CA-2016-145583,"Sanford Colorific Colored Pencils, 12/Box",Lena Creighton,2025-03-29,Changed Mind,4,11.11
RET-24790,CA-2016-124667,Safco Steel Mobile File Cart,Bryan Davis,2025-04-25,Damaged,1,71.28
RET-12050,CA-2015-147830,Cubify CubeX 3D Printer Double Head Print,Natalie Fritzler,2024-06-12,Wrong Item,2,1661.37
RET-14400,CA-2017-164168,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Lindsay Shagiari,2026-04-21,Changed Mind,1,6.25
RET-16380,CA-2016-139934,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Andy Yotov,2025-06-09,Wrong Item,6,54.0
RET-40715,CA-2016-165673,"TOPS Voice Message Log Book, Flash Format",Michael Nguyen,2024-11-10,Defective,1,3.35
RET-47914,CA-2016-166163,Nokia Lumia 521 (T-Mobile),Craig Yedwab,2025-01-24,Wrong Item,1,19.87
RET-98150,CA-2017-167395,Staple remover,Kunst Miller,2026-05-31,Not as Described,2,3.99
RET-96535,CA-2015-153717,Xerox 1978,Dionis Lloyd,2024-06-04,Defective,2,11.27
RET-17989,CA-2016-158155,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Edward Hooks,2024-10-12,Defective,4,147.73
RET-65994,CA-2016-161473,Avery 473,Thomas Boland,2024-09-22,Defective,1,9.58
RET-94320,US-2015-144771,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Chloris Kastensmidt,2024-03-20,Changed Mind,1,17.58
RET-64568,US-2016-116729,SanDisk Cruzer 64 GB USB Flash Drive,Grace Kelly,2025-06-22,Changed Mind,5,156.86
RET-80507,CA-2015-138954,Newell 319,Maya Herman,2024-04-22,Changed Mind,3,52.1
RET-28920,CA-2017-158071,Personal File Boxes with Fold-Down Carry Handle,Bill Donatelli,2025-11-20,Changed Mind,1,13.4
RET-64592,CA-2016-109743,Berol Giant Pencil Sharpener,Sally Hughsby,2025-02-26,Defective,3,35.99
RET-43422,US-2016-168095,Xerox 1909,Mark Cousins,2025-01-03,Wrong Item,2,37.05
RET-68954,CA-2014-157882,"Global Deluxe Stacking Chair, Gray",Allen Rosenblatt,2023-03-16,Not as Described,3,99.82
RET-59436,CA-2017-108560,Micro Innovations USB RF Wireless Keyboard with Mouse,Jenna Caffey,2025-12-13,Defective,1,20.26
RET-34662,CA-2014-167927,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Xylona Preis,2022-07-12,Defective,1,3.71
RET-53642,CA-2017-162978,Bretford Rectangular Conference Table Tops,Lindsay Williams,2025-10-30,Not as Described,1,269.57
RET-25376,US-2016-141544,GBC Premium Transparent Covers with Diagonal Lined Pattern,Patrick O'Brill,2025-02-02,Changed Mind,2,12.43
RET-36805,US-2016-148901,Xerox 23,Michael Kennedy,2024-10-24,Changed Mind,6,28.64
RET-59894,CA-2017-131954,Wilson Jones Leather-Like Binders with DublLock Round Rings,Darrin Sayre,2025-07-01,Changed Mind,3,20.01
RET-57139,CA-2016-155670,Acco Translucent Poly Ring Binders,Erin Mull,2025-02-02,Defective,6,7.26
RET-71537,CA-2016-143441,Avery 490,Evan Bailliet,2025-04-23,Not as Described,1,9.71
RET-15992,CA-2017-164959,Avery 482,Katherine Nockton,2025-12-20,Defective,2,4.99
RET-12125,CA-2017-103380,"Acco Six-Outlet Power Strip, 4' Cord Length",Barry Franz,2026-05-21,Not as Described,1,8.17
RET-64732,CA-2017-101574,Longer-Life Soft White Bulbs,Bruce Degenhardt,2026-03-20,Not as Described,3,8.46
RET-59786,US-2014-147627,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Hunter Lopez,2022-06-27,Defective,2,16.71
RET-95800,CA-2015-135020,Xerox 219,Maxwell Schwartz,2023-11-26,Not as Described,2,11.66
RET-94108,CA-2014-151162,Panasonic KX T7736-B Digital phone,Erin Ashbrook,2023-05-16,Changed Mind,2,178.73
RET-56160,CA-2015-125563,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Patrick Ryan,2023-09-28,Wrong Item,1,17.2
RET-34123,CA-2017-101182,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Katrina Bavinger,2026-02-11,Defective,3,39.26
RET-19742,CA-2015-158351,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Becky Castell,2023-12-13,Damaged,1,144.76
RET-92667,CA-2016-128818,Staple-based wall hangings,Caroline Jumper,2024-11-03,Wrong Item,1,7.02
RET-76287,US-2014-112949,Nontoxic Chalk,Corey-Lock,2022-11-25,Changed Mind,1,1.41
RET-97392,US-2014-152723,Acco 3-Hole Punch,Henry Goldwyn,2023-03-12,Defective,1,0.81
RET-79758,CA-2016-101987,Panasonic KX TS208W Corded phone,Hunter Lopez,2024-12-12,Defective,8,314.77
RET-46010,US-2016-160528,SAFCO Boltless Steel Shelving,Mick Hernandez,2025-02-08,Defective,1,73.03
RET-98346,CA-2015-115168,Xerox 1981,Brenda Bowman,2023-11-17,Changed Mind,1,4.75
RET-22624,CA-2017-121300,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Maureen Gastineau,2026-03-28,Defective,2,8.73
RET-79003,US-2014-118997,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Ruben Ausman,2022-09-15,Not as Described,4,509.71
RET-62022,CA-2016-167556,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Janet Martin,2024-09-27,Damaged,3,15.26
RET-41877,CA-2015-148859,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Fred Harton,2024-06-11,Wrong Item,2,22.13
RET-95182,US-2017-120418,Boston 16801 Nautilus Battery Pencil Sharpener,Becky Castell,2025-11-23,Damaged,1,16.39
RET-82443,CA-2014-169019,Microsoft Natural Keyboard Elite,Luke Foster,2022-12-31,Changed Mind,7,293.7
RET-20837,CA-2017-169999,Space Solutions Commercial Steel Shelving,Jim Sink,2025-11-23,Changed Mind,1,60.81
RET-53420,US-2017-133361,"OIC #2 Pencils, Medium Soft",Anthony Jacobs,2025-11-13,Defective,2,3.49
RET-15577,CA-2015-153717,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",Dionis Lloyd,2024-06-24,Wrong Item,1,36.21
RET-19744,US-2015-127040,Xerox 219,Speros Goranitis,2024-05-15,Not as Described,1,5.54
RET-33508,CA-2014-131387,Samsung Galaxy Mega 6.3,Arianne Irving,2022-10-18,Not as Described,5,1565.09
RET-62205,CA-2014-120768,Acme Stainless Steel Office Snips,Irene Maddox,2023-05-22,Damaged,1,6.67
RET-84277,US-2016-167472,Xerox 230,Clytie Kelty,2024-11-18,Changed Mind,1,5.91
RET-28343,CA-2014-110639,Xerox 1994,Rick Hansen,2023-02-16,Damaged,3,17.04
RET-67290,CA-2015-110863,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Anna Andreadi,2024-05-06,Wrong Item,3,329.1
RET-90460,CA-2015-117828,Belkin Premiere Surge Master II 8-outlet surge protector,Bradley Drucker,2024-06-21,Defective,1,42.17
RET-45825,CA-2016-101791,Standard Rollaway File with Lock,Brian Stugart,2024-11-11,Changed Mind,6,697.05
RET-59207,US-2015-113327,Security-Tint Envelopes,Ben Ferrer,2023-11-13,Changed Mind,1,5.32
RET-91083,CA-2016-100244,Strathmore Photo Frame Cards,Greg Maxwell,2025-02-28,Not as Described,7,41.81
RET-20752,CA-2017-166317,Xerox 1940,Jim Epp,2026-03-22,Not as Described,2,103.61
RET-93086,CA-2016-109743,PayAnywhere Card Reader,Sally Hughsby,2025-03-01,Wrong Item,7,52.72
RET-23965,CA-2017-155376,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Sandra Glassco,2026-06-17,Damaged,2,483.14
RET-45358,CA-2017-104864,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Jim Sink,2026-04-21,Damaged,3,259.39
RET-68830,CA-2017-100811,Xerox 1972,Cindy Chapman,2026-04-28,Defective,1,3.54
RET-21746,CA-2016-103982,"Acco Banker's Clasps, 5 3/4""-Long",Alex Avila,2024-08-23,Not as Described,1,1.89
RET-52523,CA-2016-106530,Xerox 1898,Clay Ludtke,2024-10-28,Changed Mind,1,4.91
RET-21101,CA-2016-163636,Newell 311,Mike Pelletier,2025-05-08,Defective,2,3.12
RET-99825,CA-2016-151561,Enermax Aurora Lite Keyboard,Patrick Gardner,2025-02-11,Changed Mind,5,353.32
RET-45180,CA-2016-102561,Newell 326,Neil Knudson,2024-12-26,Changed Mind,3,3.61
RET-46170,CA-2017-129378,Wilson Jones Easy Flow II Sheet Lifters,Neola Schneider,2026-03-08,Changed Mind,1,1.2
RET-57333,CA-2014-158372,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Ruben Dartt,2023-04-22,Not as Described,4,40.71
RET-35630,US-2015-115238,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Jane Waco,2023-10-10,Changed Mind,1,8.71
RET-61864,CA-2016-124352,Samsung Replacement EH64AVFWE Premium Headset,Cynthia Delaney,2025-03-21,Not as Described,1,4.74
RET-53193,CA-2016-106915,DIXON Ticonderoga Erasable Checking Pencils,George Ashbrook,2025-05-25,Changed Mind,4,17.16
RET-95332,CA-2014-145317,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Sean Miller,2022-08-31,Defective,4,790.99
RET-36326,US-2014-140914,Global Commerce Series High-Back Swivel/Tilt Chairs,Brosina Hoffman,2023-04-18,Changed Mind,3,517.15
RET-51830,CA-2014-140039,Eldon File Chest Portable File,Odella Nelson,2023-02-26,Not as Described,2,31.53
RET-41775,CA-2017-139199,Xerox 1946,Damala Kotsonis,2026-06-04,Not as Described,2,12.88
RET-61502,CA-2016-118101,"SAFCO Mobile Desk Side File, Wire Frame",Skye Norling,2024-12-11,Not as Described,3,123.57
RET-81516,CA-2016-126732,SpineVue Locking Slant-D Ring Binders by Cardinal,Lena Radford,2025-02-08,Wrong Item,1,6.72
RET-70505,CA-2015-110877,Xerox 212,Joe Elijah,2024-04-16,Wrong Item,7,33.02
RET-19064,CA-2014-140165,Staples,Erica Hernandez,2022-10-30,Changed Mind,2,6.86
RET-49692,CA-2017-161172,Avery Binding System Hidden Tab Executive Style Index Sets,Susan Pistek,2025-09-09,Wrong Item,2,2.87
RET-65460,CA-2014-148040,Xerox 1951,Beth Fritzler,2022-09-02,Changed Mind,3,61.77
RET-72814,CA-2016-108868,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Ken Black,2025-02-13,Defective,2,70.24
RET-64827,CA-2015-110667,GBC Prestige Therm-A-Bind Covers,Nicole Fjeld,2023-09-19,Defective,3,74.22
RET-80373,CA-2017-119809,Fellowes PB300 Plastic Comb Binding Machine,Yana Sorensen,2026-01-22,Defective,6,1751.22
RET-42536,US-2017-133081,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Paul Van Hugh,2025-09-03,Not as Described,1,13.13
RET-94545,CA-2014-130449,Avery 516,Victoria Pisteka,2023-02-14,Changed Mind,1,6.67
RET-66420,CA-2016-152156,Bush Somerset Collection Bookcase,Claire Gute,2025-05-05,Damaged,2,260.16
RET-76935,CA-2016-139381,Eureka The Boss Cordless Rechargeable Stick Vac,Roy FranzÃ¶sisch,2024-09-21,Defective,1,43.42
RET-61266,CA-2014-103849,SanDisk Cruzer 64 GB USB Flash Drive,Paul Gonzalez,2022-10-31,Changed Mind,1,25.84
RET-13219,CA-2016-129714,Sabrent 4-Port USB 2.0 Hub,Adam Bellavance,2025-02-28,Changed Mind,1,5.9
RET-21253,CA-2014-103310,Wilson Electronics DB Pro Signal Booster,Greg Matthias,2022-10-16,Damaged,3,758.84
RET-50880,CA-2014-140403,"Global Deluxe Stacking Chair, Gray",Tanja Norvell,2023-04-08,Not as Described,3,101.35
RET-55652,CA-2017-123134,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Dorothy Wardle,2025-10-19,Changed Mind,1,39.16
RET-69303,CA-2016-162383,"Global Push Button Manager's Chair, Indigo",Maribeth Dona,2025-02-11,Not as Described,2,80.51
RET-25084,US-2016-157945,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Natalie Fritzler,2025-03-03,Damaged,2,403.15
RET-98754,US-2016-160528,Flat Face Poster Frame,Mick Hernandez,2025-02-22,Wrong Item,2,14.01
RET-82339,CA-2015-109190,Canon PC-428 Personal Copier,Craig Carroll,2024-04-18,Wrong Item,1,144.5
RET-40389,CA-2017-124205,"Contico 72""H Heavy-Duty Storage System",Theresa Coyne,2026-02-28,Changed Mind,2,81.28
RET-96154,CA-2017-141705,Hon 2111 Invitation Series Straight Table,Patrick O'Brill,2026-04-16,Changed Mind,2,173.28
RET-35863,CA-2017-111577,Green Bar Computer Printout Paper,Anthony Jacobs,2026-03-31,Changed Mind,1,41.66
RET-38153,CA-2014-147298,Bevis Steel Folding Chairs,Aleksandra Gannaway,2022-10-17,Wrong Item,2,134.75
RET-80371,US-2017-164147,Xerox 1916,Dorothy Wardle,2025-07-13,Wrong Item,1,35.84
RET-24936,CA-2015-106187,GBC DocuBind P100 Manual Binding Machine,Randy Ferguson,2023-12-07,Not as Described,1,139.33
RET-93769,CA-2017-163125,Hon Every-Day Chair Series Swivel Task Chairs,Maria Bertelson,2026-04-02,Not as Described,2,153.37
RET-86939,CA-2015-126725,RCA ViSYS 25825 Wireless digital phone,Brian Stugart,2024-05-09,Damaged,4,383.63
RET-90918,CA-2016-145247,Xerox 1909,Natalie DeCherney,2024-10-19,Wrong Item,2,51.13
RET-87354,CA-2016-168361,Avery Durable Slant Ring Binders With Label Holder,Ken Brennan,2024-12-20,Damaged,1,0.82
RET-41270,CA-2017-105410,Logitech K350 2.4Ghz Wireless Keyboard,Natalie DeCherney,2025-09-12,Not as Described,1,42.93
RET-28528,US-2016-110156,Avery Hidden Tab Dividers for Binding Systems,Eric Hoffmann,2025-04-25,Defective,1,0.52
RET-85340,CA-2017-168228,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Arthur Prichep,2025-10-12,Changed Mind,2,43.48
RET-80435,CA-2015-120901,Stockwell Push Pins,Barry Gonzalez,2024-06-16,Wrong Item,1,1.56
RET-28388,CA-2015-116092,Avery Durable Binders,Justin MacKendrick,2023-08-04,Wrong Item,2,4.14
RET-57059,US-2017-110646,"GBC Velobind Prepunched Cover Sets, Regency Series",Jamie Frazer,2026-04-08,Damaged,2,20.5
RET-60324,CA-2014-135405,Newell 312,Melanie Seite,2022-06-27,Defective,1,3.92
RET-74451,US-2017-118535,Avery 473,Don Jones,2025-07-30,Changed Mind,2,18.25
RET-20835,CA-2015-103793,Xerox 1988,Benjamin Venier,2023-09-20,Defective,2,44.5
RET-48284,US-2015-122140,Kingston Digital DataTraveler 16GB USB 2.0,Michael Oakman,2023-09-05,Damaged,7,47.72
RET-32047,CA-2014-128237,Newell 35,Christina Anderson,2022-09-05,Changed Mind,1,2.98
RET-24838,CA-2017-153871,Ibico Ibimaster 300 Manual Binding System,Richard Bierner,2026-06-01,Defective,2,669.7
RET-58085,CA-2016-151155,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Alejandro Ballentine,2025-05-26,Defective,3,13.55
RET-67850,CA-2014-112291,Logitech G600 MMO Gaming Mouse,Katrina Edelman,2022-10-02,Defective,1,76.15
RET-95678,US-2017-147886,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Dave Hallsten,2025-09-06,Wrong Item,2,437.09
RET-55688,CA-2016-105732,"Rogers Jumbo File, Granite",Alejandro Grove,2025-02-25,Damaged,1,12.09
RET-41056,CA-2016-122017,Belkin 8 Outlet Surge Protector,Carlos Daly,2025-06-15,Wrong Item,1,39.14
RET-89988,CA-2014-128538,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Alan Shonely,2023-04-08,Changed Mind,1,7.43
RET-37082,US-2016-152051,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Theresa Swint,2024-12-03,Wrong Item,5,175.47
RET-79767,CA-2015-141145,SanDisk Cruzer 64 GB USB Flash Drive,Denny Blanton,2024-03-16,Not as Described,1,26.56
RET-48356,CA-2014-125997,DMI Eclipse Executive Suite Bookcases,Mitch Webber,2023-03-14,Not as Described,1,346.57
RET-77425,CA-2017-161130,Polycom SoundPoint IP 450 VoIP phone,Beth Fritzler,2026-04-24,Damaged,2,357.94
RET-46349,CA-2015-155040,Microsoft Sculpt Comfort Mouse,Alan Hwang,2024-04-17,Wrong Item,2,78.6
RET-52217,CA-2016-103947,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Barry Blumstein,2024-09-26,Wrong Item,1,12.81
RET-28634,CA-2015-130974,Xerox 1884,Matt Abelman,2024-05-24,Defective,3,52.66
RET-59174,CA-2016-151141,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Dianna Wilson,2025-02-12,Changed Mind,2,13.68
RET-46467,CA-2014-160094,Hunt Boston Vacuum Mount KS Pencil Sharpener,Justin MacKendrick,2022-10-05,Not as Described,1,30.81
RET-10324,US-2017-141558,Desktop 3-Pocket Hot File,Marc Harrigan,2025-08-28,Damaged,1,37.46
RET-56952,CA-2014-119375,Eldon Econocleat Chair Mats for Low Pile Carpets,Yoseph Carroll,2023-05-13,Damaged,2,76.88
RET-66314,CA-2017-130386,Tennsco Double-Tier Lockers,Nathan Gelder,2026-05-10,Wrong Item,3,475.0
RET-47171,CA-2015-168564,Global Ergonomic Managers Chair,Thomas Thornton,2024-01-26,Not as Described,1,125.18
RET-73614,CA-2015-117898,Security-Tint Envelopes,Tim Brockman,2024-05-25,Not as Described,1,5.58
RET-92074,CA-2014-164259,"Boston School Pro Electric Pencil Sharpener, 1670",Sung Pak,2023-06-21,Changed Mind,1,20.05
RET-30707,CA-2017-167640,Avery 49,Frank Carlisle,2025-08-09,Changed Mind,1,2.84
RET-66072,CA-2017-114216,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Ralph Kennedy,2026-02-19,Wrong Item,1,4.06
RET-49566,CA-2014-145212,Newell 322,Dan Campbell,2023-03-10,Wrong Item,1,1.78
RET-57242,CA-2016-154018,"Tenex ""The Solids"" Textured Chair Mats",Helen Andreada,2025-04-12,Not as Described,3,68.73
RET-95054,US-2017-114034,Xerox 1905,Delfina Latchford,2025-06-08,Wrong Item,3,18.14
RET-40689,CA-2016-120369,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Victoria Brennan,2025-04-01,Changed Mind,4,560.11
RET-10142,US-2014-112991,"Xerox Color Copier Paper, 11"" x 17"", Ream",Sally Hughsby,2023-06-02,Wrong Item,1,21.49
RET-39647,CA-2014-105417,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Vivek Sundaresam,2022-06-25,Defective,1,1.23
RET-55032,US-2016-159415,"Ultra Door Kickplate, 8""H x 34""W",Charles Sheldon,2024-10-11,Damaged,4,50.75
RET-72613,US-2015-156867,Logitech K350 2.4Ghz Wireless Keyboard,Lena Cacioppo,2024-05-13,Damaged,4,149.52
RET-23425,CA-2016-145898,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Chuck Magee,2025-03-08,Damaged,4,19.56
RET-27973,US-2016-154361,Advantus Panel Wall Acrylic Frame,Henia Zydlo,2024-08-27,Changed Mind,3,12.82
RET-98753,CA-2015-116876,Samsung Galaxy S4,Ted Trevino,2023-08-10,Wrong Item,1,581.12
RET-89995,US-2016-114013,GBC VeloBind Cover Sets,Stewart Carmichael,2024-08-18,Wrong Item,5,21.14
RET-92323,CA-2014-138128,Globe Weis Peel & Seel First Class Envelopes,Frank Preis,2023-05-26,Wrong Item,2,19.31
RET-38474,CA-2015-103135,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Shirley Schmidt,2024-01-09,Damaged,10,187.37
RET-87276,CA-2015-156153,Bagged Rubber Bands,Carl Weiss,2023-11-06,Changed Mind,2,2.4
RET-28327,CA-2017-108854,"SAFCO Mobile Desk Side File, Wire Frame",Denise Monton,2026-05-22,Wrong Item,1,36.9
RET-88774,CA-2017-103611,"Eldon Image Series Desk Accessories, Burgundy",Jessica Myrick,2026-02-23,Defective,1,3.55
RET-13515,CA-2017-156769,Dixon Ticonderoga Core-Lock Colored Pencils,Gary Zandusky,2025-11-01,Not as Described,5,39.04
RET-48737,CA-2017-144064,Avery 505,Cathy Prescott,2026-02-07,Damaged,2,22.49
RET-24777,CA-2016-158778,Newell 329,Dean Braden,2025-03-05,Wrong Item,1,2.36
RET-11581,CA-2017-140298,Safco Commercial Shelving,Julie Kriz,2025-10-29,Not as Described,1,33.7
RET-84498,CA-2014-166086,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Carol Triggs,2022-10-20,Changed Mind,1,4.72
RET-19567,CA-2017-100356,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Susan Pistek,2026-04-04,Damaged,1,11.43
RET-38277,CA-2016-139997,Hewlett Packard 310 Color Digital Copier,Eugene Moren,2024-12-22,Damaged,1,240.82
RET-92388,CA-2016-126529,Xerox 1935,Deanra Eno,2024-06-15,Defective,2,38.04
RET-62727,CA-2015-116092,Xerox 22,Justin MacKendrick,2023-08-11,Damaged,2,11.47
RET-30012,CA-2016-133711,Wilson Jones DublLock D-Ring Binders,Mark Cousins,2025-05-19,Not as Described,5,30.63
RET-36633,CA-2014-101560,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Chris Selesnick,2023-05-03,Wrong Item,3,194.62
RET-93138,CA-2014-115812,DXL Angle-View Binders with Locking Rings by Samsill,Brosina Hoffman,2022-11-29,Damaged,2,10.83
RET-41278,CA-2017-140760,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Denny Ordway,2025-11-14,Damaged,4,33.24
RET-25202,CA-2014-141110,Xerox 1970,Luke Schmidt,2023-05-06,Changed Mind,1,4.9
RET-96252,CA-2017-104801,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Fred Harton,2025-08-04,Wrong Item,1,92.68
RET-11487,US-2017-166688,Wilson Jones Impact Binders,Rick Duston,2025-10-26,Wrong Item,1,3.9
RET-43980,US-2017-118087,Microsoft Sculpt Comfort Mouse,Stefania Perrino,2026-02-27,Wrong Item,2,57.82
RET-45227,CA-2017-156951,"GBC White Gloss Covers, Plain Front",Ellis Ballard,2026-03-15,Damaged,2,22.01
RET-66272,US-2016-151260,Belkin F5C206VTEL 6 Outlet Surge,Steve Chapman,2025-06-07,Not as Described,1,15.94
RET-85582,CA-2016-150483,Xerox 212,Beth Paige,2024-11-19,Damaged,1,4.42
RET-17266,CA-2016-143154,WD My Passport Ultra 1TB Portable External Hard Drive,Alan Schoenberger,2025-05-20,Changed Mind,2,99.6
RET-30618,US-2017-152002,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Dianna Vittorini,2025-12-11,Not as Described,3,102.48
RET-98358,CA-2014-157546,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Roger Demir,2023-01-16,Damaged,1,7.45
RET-11610,CA-2017-147228,Xerox 1888,Sean O'Donnell,2026-02-19,Wrong Item,1,35.9
RET-29671,CA-2016-115588,Acco Perma 4000 Stacking Storage Drawers,Art Foster,2025-04-14,Wrong Item,2,22.68
RET-95944,CA-2015-123939,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Maurice Satty,2024-02-23,Changed Mind,1,8.19
RET-51934,CA-2016-167507,3M Hangers With Command Adhesive,Sue Ann Reed,2025-06-01,Not as Described,3,7.54
