return_id,order_id,customer_name,return_date,reason,quantity_returned,refund_amount,product_name
RET-54185,CA-2017-157931,Meg O'Connel,2026-03-14,Not as Described,2,290.59,Handbag
RET-33002,CA-2014-124478,Matt Abelman,2023-01-29,Defective,3,36.48,Sticky Notes
RET-33002,CA-2014-124478,Matt Abelman,2023-01-29,Defective,3,36.48,T-Shirt
RET-33002,CA-2014-124478,Matt Abelman,2023-01-29,Defective,3,36.48,Backpack
RET-33002,CA-2014-124478,Matt Abelman,2023-01-29,Defective,3,36.48,Asus Laptop
RET-33002,CA-2014-124478,Matt Abelman,2023-01-29,Defective,3,36.48,Water Bottle
RET-66059,CA-2017-111332,Nat Carroll,2025-11-19,Defective,3,129.22,Cabinet
RET-66059,CA-2017-111332,Nat Carroll,2025-11-19,Defective,3,129.22,Wallet
RET-66059,CA-2017-111332,Nat Carroll,2025-11-19,Defective,3,129.22,Coffee Table
RET-66059,CA-2017-111332,Nat Carroll,2025-11-19,Defective,3,129.22,Dinner Set
RET-66059,CA-2017-111332,Nat Carroll,2025-11-19,Defective,3,129.22,Pillow
RET-22502,CA-2015-168767,Dario Medina,2023-09-23,Wrong Item,1,5.65,Cabinet
RET-42512,US-2015-108966,Sean O'Donnell,2024-03-18,Damaged,4,662.43,Side Table
RET-42512,US-2015-108966,Sean O'Donnell,2024-03-18,Damaged,4,662.43,Headphones
RET-44995,CA-2017-119284,Thomas Seio,2025-11-26,Not as Described,4,26.4,Bookshelf
RET-44995,CA-2017-119284,Thomas Seio,2025-11-26,Not as Described,4,26.4,File Folder
RET-44995,CA-2017-119284,Thomas Seio,2025-11-26,Not as Described,4,26.4,Storage Container
RET-44995,CA-2017-119284,Thomas Seio,2025-11-26,Not as Described,4,26.4,Lunch Box
RET-44995,CA-2017-119284,Thomas Seio,2025-11-26,Not as Described,4,26.4,Office Chair
RET-44995,CA-2017-119284,Thomas Seio,2025-11-26,Not as Described,4,26.4,Recliner Chair
RET-44995,CA-2017-119284,Thomas Seio,2025-11-26,Not as Described,4,26.4,Samsung Galaxy Phone
RET-11498,CA-2015-117800,Tracy Hopkins,2024-03-04,Not as Described,3,512.85,Marker
RET-11498,CA-2015-117800,Tracy Hopkins,2024-03-04,Not as Described,3,512.85,Jacket
RET-18142,CA-2017-155460,Rob Williams,2025-10-06,Damaged,3,504.52,Bookshelf
RET-18142,CA-2017-155460,Rob Williams,2025-10-06,Damaged,3,504.52,Clipboard
RET-99925,CA-2016-130400,Sanjit Jacobs,2024-08-25,Defective,5,4.09,Pencil
RET-99925,CA-2016-130400,Sanjit Jacobs,2024-08-25,Defective,5,4.09,Mixer Grinder
RET-99925,CA-2016-130400,Sanjit Jacobs,2024-08-25,Defective,5,4.09,Envelope
RET-93717,CA-2016-118689,Tamara Chand,2025-03-27,Not as Described,2,30.47,MacBook
RET-93717,CA-2016-118689,Tamara Chand,2025-03-27,Not as Described,2,30.47,OnePlus Phone
RET-93717,CA-2016-118689,Tamara Chand,2025-03-27,Not as Described,2,30.47,Bookshelf
RET-93717,CA-2016-118689,Tamara Chand,2025-03-27,Not as Described,2,30.47,T-Shirt
RET-93717,CA-2016-118689,Tamara Chand,2025-03-27,Not as Described,2,30.47,Sandals
RET-27507,CA-2016-160479,Angele Hood,2025-03-01,Changed Mind,5,29.88,Pencil
RET-89395,CA-2016-110772,Nick Zandusky,2025-04-27,Not as Described,8,17.56,Envelope
RET-89395,CA-2016-110772,Nick Zandusky,2025-04-27,Not as Described,8,17.56,Stapler
RET-89395,CA-2016-110772,Nick Zandusky,2025-04-27,Not as Described,8,17.56,Bookshelf
RET-89395,CA-2016-110772,Nick Zandusky,2025-04-27,Not as Described,8,17.56,Storage Container
RET-71712,CA-2017-101014,Rick Wilson,2026-02-14,Defective,3,134.68,Marker
RET-99173,CA-2016-104157,Meg Tillman,2025-01-22,Defective,1,7.51,Study Table
RET-99173,CA-2016-104157,Meg Tillman,2025-01-22,Defective,1,7.51,Samsung Galaxy Phone
RET-99173,CA-2016-104157,Meg Tillman,2025-01-22,Defective,1,7.51,HP Laptop
RET-79228,CA-2017-131233,Christine Sundaresam,2025-10-14,Not as Described,1,73.12,Office Chair
RET-79228,CA-2017-131233,Christine Sundaresam,2025-10-14,Not as Described,1,73.12,Jeans
RET-81781,CA-2017-102414,Joseph Airdo,2025-10-20,Defective,3,12.79,Curtain
RET-81781,CA-2017-102414,Joseph Airdo,2025-10-20,Defective,3,12.79,Bluetooth Speaker
RET-81781,CA-2017-102414,Joseph Airdo,2025-10-20,Defective,3,12.79,Earphones
RET-78202,CA-2016-123722,Nicole Hansen,2025-03-06,Changed Mind,2,6.64,Envelope
RET-86434,US-2014-164406,Brian Dahlen,2023-01-21,Changed Mind,3,128.61,Bookshelf
RET-86434,US-2014-164406,Brian Dahlen,2023-01-21,Changed Mind,3,128.61,Toaster
RET-86434,US-2014-164406,Brian Dahlen,2023-01-21,Changed Mind,3,128.61,Samsung Galaxy Phone
RET-86434,US-2014-164406,Brian Dahlen,2023-01-21,Changed Mind,3,128.61,Calculator
RET-86434,US-2014-164406,Brian Dahlen,2023-01-21,Changed Mind,3,128.61,Register
RET-69432,CA-2015-132626,Brian Thompson,2023-12-14,Wrong Item,4,15.2,Jacket
RET-69432,CA-2015-132626,Brian Thompson,2023-12-14,Wrong Item,4,15.2,Realme Phone
RET-69432,CA-2015-132626,Brian Thompson,2023-12-14,Wrong Item,4,15.2,Wallet
RET-69432,CA-2015-132626,Brian Thompson,2023-12-14,Wrong Item,4,15.2,Earphones
RET-69432,CA-2015-132626,Brian Thompson,2023-12-14,Wrong Item,4,15.2,Water Bottle
RET-69432,CA-2015-132626,Brian Thompson,2023-12-14,Wrong Item,4,15.2,Side Table
RET-69432,CA-2015-132626,Brian Thompson,2023-12-14,Wrong Item,4,15.2,Marker
RET-69432,CA-2015-132626,Brian Thompson,2023-12-14,Wrong Item,4,15.2,Clipboard
RET-17567,CA-2016-164399,Dianna Wilson,2025-05-01,Defective,2,121.21,Bluetooth Speaker
RET-17567,CA-2016-164399,Dianna Wilson,2025-05-01,Defective,2,121.21,Office Desk
RET-12853,US-2016-135209,Marc Harrigan,2025-06-15,Changed Mind,6,30.83,Table Lamp
RET-12853,US-2016-135209,Marc Harrigan,2025-06-15,Changed Mind,6,30.83,Sports Shoes
RET-85800,CA-2015-129917,Henry MacAllister,2024-03-13,Damaged,1,95.67,T-Shirt
RET-85800,CA-2015-129917,Henry MacAllister,2024-03-13,Damaged,1,95.67,Table Lamp
RET-85800,CA-2015-129917,Henry MacAllister,2024-03-13,Damaged,1,95.67,Bedsheet
RET-18357,CA-2015-139780,Anna HÃ¤berlin,2024-06-04,Defective,7,88.5,Toaster
RET-71875,CA-2017-141614,Noel Staavos,2025-11-09,Damaged,1,5.17,Electric Kettle
RET-27750,US-2017-146878,Dan Lawera,2026-03-05,Changed Mind,1,10.28,Envelope
RET-59479,CA-2017-119011,Lisa Ryan,2026-02-03,Changed Mind,2,10.21,HP Laptop
RET-59479,CA-2017-119011,Lisa Ryan,2026-02-03,Changed Mind,2,10.21,TV Stand
RET-59479,CA-2017-119011,Lisa Ryan,2026-02-03,Changed Mind,2,10.21,Dinner Set
RET-80687,CA-2014-106229,Nick Radford,2022-11-12,Wrong Item,3,267.01,Bluetooth Speaker
RET-80419,CA-2016-166674,Raymond Buch,2024-09-24,Changed Mind,2,16.74,Bedsheet
RET-80419,CA-2016-166674,Raymond Buch,2024-09-24,Changed Mind,2,16.74,Handbag
RET-80419,CA-2016-166674,Raymond Buch,2024-09-24,Changed Mind,2,16.74,Samsung Galaxy Phone
RET-80419,CA-2016-166674,Raymond Buch,2024-09-24,Changed Mind,2,16.74,iPhone
RET-80419,CA-2016-166674,Raymond Buch,2024-09-24,Changed Mind,2,16.74,Water Bottle
RET-80419,CA-2016-166674,Raymond Buch,2024-09-24,Changed Mind,2,16.74,Realme Phone
RET-39188,US-2017-143175,George Ashbrook,2026-01-22,Damaged,1,31.48,Bookshelf
RET-70686,CA-2015-100734,Ann Chong,2024-03-13,Defective,1,73.28,Jeans
RET-70686,CA-2015-100734,Ann Chong,2024-03-13,Defective,1,73.28,Printer Paper
RET-42441,CA-2016-145583,Lena Creighton,2025-03-29,Changed Mind,4,11.11,Side Table
RET-42441,CA-2016-145583,Lena Creighton,2025-03-29,Changed Mind,4,11.11,Cabinet
RET-42441,CA-2016-145583,Lena Creighton,2025-03-29,Changed Mind,4,11.11,Table Lamp
RET-42441,CA-2016-145583,Lena Creighton,2025-03-29,Changed Mind,4,11.11,Pen
RET-42441,CA-2016-145583,Lena Creighton,2025-03-29,Changed Mind,4,11.11,Drawer Unit
RET-42441,CA-2016-145583,Lena Creighton,2025-03-29,Changed Mind,4,11.11,Storage Container
RET-42441,CA-2016-145583,Lena Creighton,2025-03-29,Changed Mind,4,11.11,Mirror
RET-24790,CA-2016-124667,Bryan Davis,2025-04-25,Damaged,1,71.28,MacBook
RET-24790,CA-2016-124667,Bryan Davis,2025-04-25,Damaged,1,71.28,Drawer Unit
RET-12050,CA-2015-147830,Natalie Fritzler,2024-06-12,Wrong Item,2,1661.37,Dinner Set
RET-12050,CA-2015-147830,Natalie Fritzler,2024-06-12,Wrong Item,2,1661.37,Redmi Phone
RET-12050,CA-2015-147830,Natalie Fritzler,2024-06-12,Wrong Item,2,1661.37,Wall Clock
RET-12050,CA-2015-147830,Natalie Fritzler,2024-06-12,Wrong Item,2,1661.37,Coffee Table
RET-14400,CA-2017-164168,Lindsay Shagiari,2026-04-21,Changed Mind,1,6.25,iPhone
RET-14400,CA-2017-164168,Lindsay Shagiari,2026-04-21,Changed Mind,1,6.25,Mirror
RET-14400,CA-2017-164168,Lindsay Shagiari,2026-04-21,Changed Mind,1,6.25,Office Chair
RET-14400,CA-2017-164168,Lindsay Shagiari,2026-04-21,Changed Mind,1,6.25,Sandals
RET-14400,CA-2017-164168,Lindsay Shagiari,2026-04-21,Changed Mind,1,6.25,Printer Paper
RET-16380,CA-2016-139934,Andy Yotov,2025-06-09,Wrong Item,6,54.0,Envelope
RET-40715,CA-2016-165673,Michael Nguyen,2024-11-10,Defective,1,3.35,Recliner Chair
RET-47914,CA-2016-166163,Craig Yedwab,2025-01-24,Wrong Item,1,19.87,Stapler
RET-47914,CA-2016-166163,Craig Yedwab,2025-01-24,Wrong Item,1,19.87,Coffee Table
RET-98150,CA-2017-167395,Kunst Miller,2026-05-31,Not as Described,2,3.99,HP Laptop
RET-98150,CA-2017-167395,Kunst Miller,2026-05-31,Not as Described,2,3.99,OnePlus Phone
RET-98150,CA-2017-167395,Kunst Miller,2026-05-31,Not as Described,2,3.99,Sneakers
RET-96535,CA-2015-153717,Dionis Lloyd,2024-06-04,Defective,2,11.27,Sports Shoes
RET-96535,CA-2015-153717,Dionis Lloyd,2024-06-04,Defective,2,11.27,Side Table
RET-96535,CA-2015-153717,Dionis Lloyd,2024-06-04,Defective,2,11.27,OnePlus Phone
RET-96535,CA-2015-153717,Dionis Lloyd,2024-06-04,Defective,2,11.27,Wardrobe
RET-17989,CA-2016-158155,Edward Hooks,2024-10-12,Defective,4,147.73,Shoe Rack
RET-17989,CA-2016-158155,Edward Hooks,2024-10-12,Defective,4,147.73,Study Table
RET-17989,CA-2016-158155,Edward Hooks,2024-10-12,Defective,4,147.73,Wallet
RET-17989,CA-2016-158155,Edward Hooks,2024-10-12,Defective,4,147.73,Clipboard
RET-65994,CA-2016-161473,Thomas Boland,2024-09-22,Defective,1,9.58,Marker
RET-65994,CA-2016-161473,Thomas Boland,2024-09-22,Defective,1,9.58,Trousers
RET-65994,CA-2016-161473,Thomas Boland,2024-09-22,Defective,1,9.58,Shoe Rack
RET-94320,US-2015-144771,Chloris Kastensmidt,2024-03-20,Changed Mind,1,17.58,Clipboard
RET-94320,US-2015-144771,Chloris Kastensmidt,2024-03-20,Changed Mind,1,17.58,Dining Chair
RET-64568,US-2016-116729,Grace Kelly,2025-06-22,Changed Mind,5,156.86,Sports Shoes
RET-64568,US-2016-116729,Grace Kelly,2025-06-22,Changed Mind,5,156.86,MacBook
RET-64568,US-2016-116729,Grace Kelly,2025-06-22,Changed Mind,5,156.86,Tape Dispenser
RET-80507,CA-2015-138954,Maya Herman,2024-04-22,Changed Mind,3,52.1,Study Table
RET-80507,CA-2015-138954,Maya Herman,2024-04-22,Changed Mind,3,52.1,Dell Laptop
RET-80507,CA-2015-138954,Maya Herman,2024-04-22,Changed Mind,3,52.1,Pencil
RET-28920,CA-2017-158071,Bill Donatelli,2025-11-20,Changed Mind,1,13.4,Bookshelf
RET-28920,CA-2017-158071,Bill Donatelli,2025-11-20,Changed Mind,1,13.4,Pencil
RET-28920,CA-2017-158071,Bill Donatelli,2025-11-20,Changed Mind,1,13.4,Sticky Notes
RET-64592,CA-2016-109743,Sally Hughsby,2025-02-26,Defective,3,35.99,Trousers
RET-64592,CA-2016-109743,Sally Hughsby,2025-02-26,Defective,3,35.99,Electric Kettle
RET-43422,US-2016-168095,Mark Cousins,2025-01-03,Wrong Item,2,37.05,Formal Shoes
RET-43422,US-2016-168095,Mark Cousins,2025-01-03,Wrong Item,2,37.05,Sandals
RET-68954,CA-2014-157882,Allen Rosenblatt,2023-03-16,Not as Described,3,99.82,Study Table
RET-68954,CA-2014-157882,Allen Rosenblatt,2023-03-16,Not as Described,3,99.82,Bluetooth Speaker
RET-59436,CA-2017-108560,Jenna Caffey,2025-12-13,Defective,1,20.26,Dress
RET-59436,CA-2017-108560,Jenna Caffey,2025-12-13,Defective,1,20.26,Lenovo Laptop
RET-59436,CA-2017-108560,Jenna Caffey,2025-12-13,Defective,1,20.26,Tape Dispenser
RET-59436,CA-2017-108560,Jenna Caffey,2025-12-13,Defective,1,20.26,Bookshelf
RET-34662,CA-2014-167927,Xylona Preis,2022-07-12,Defective,1,3.71,Shirt
RET-34662,CA-2014-167927,Xylona Preis,2022-07-12,Defective,1,3.71,Pencil
RET-34662,CA-2014-167927,Xylona Preis,2022-07-12,Defective,1,3.71,Envelope
RET-34662,CA-2014-167927,Xylona Preis,2022-07-12,Defective,1,3.71,Sneakers
RET-34662,CA-2014-167927,Xylona Preis,2022-07-12,Defective,1,3.71,File Folder
RET-34662,CA-2014-167927,Xylona Preis,2022-07-12,Defective,1,3.71,Office Desk
RET-34662,CA-2014-167927,Xylona Preis,2022-07-12,Defective,1,3.71,Pillow
RET-34662,CA-2014-167927,Xylona Preis,2022-07-12,Defective,1,3.71,Side Table
RET-53642,CA-2017-162978,Lindsay Williams,2025-10-30,Not as Described,1,269.57,Handbag
RET-53642,CA-2017-162978,Lindsay Williams,2025-10-30,Not as Described,1,269.57,T-Shirt
RET-53642,CA-2017-162978,Lindsay Williams,2025-10-30,Not as Described,1,269.57,Printer Paper
RET-25376,US-2016-141544,Patrick O'Brill,2025-02-02,Changed Mind,2,12.43,Pen
RET-25376,US-2016-141544,Patrick O'Brill,2025-02-02,Changed Mind,2,12.43,Wallet
RET-25376,US-2016-141544,Patrick O'Brill,2025-02-02,Changed Mind,2,12.43,Sports Shoes
RET-25376,US-2016-141544,Patrick O'Brill,2025-02-02,Changed Mind,2,12.43,Office Chair
RET-25376,US-2016-141544,Patrick O'Brill,2025-02-02,Changed Mind,2,12.43,Highlighter
RET-36805,US-2016-148901,Michael Kennedy,2024-10-24,Changed Mind,6,28.64,Recliner Chair
RET-36805,US-2016-148901,Michael Kennedy,2024-10-24,Changed Mind,6,28.64,Formal Shoes
RET-36805,US-2016-148901,Michael Kennedy,2024-10-24,Changed Mind,6,28.64,Storage Container
RET-36805,US-2016-148901,Michael Kennedy,2024-10-24,Changed Mind,6,28.64,Coffee Table
RET-36805,US-2016-148901,Michael Kennedy,2024-10-24,Changed Mind,6,28.64,Toaster
RET-36805,US-2016-148901,Michael Kennedy,2024-10-24,Changed Mind,6,28.64,Belt
RET-36805,US-2016-148901,Michael Kennedy,2024-10-24,Changed Mind,6,28.64,Pillow
RET-59894,CA-2017-131954,Darrin Sayre,2025-07-01,Changed Mind,3,20.01,Toaster
RET-59894,CA-2017-131954,Darrin Sayre,2025-07-01,Changed Mind,3,20.01,Shirt
RET-59894,CA-2017-131954,Darrin Sayre,2025-07-01,Changed Mind,3,20.01,Calculator
RET-59894,CA-2017-131954,Darrin Sayre,2025-07-01,Changed Mind,3,20.01,Trousers
RET-59894,CA-2017-131954,Darrin Sayre,2025-07-01,Changed Mind,3,20.01,Sandals
RET-59894,CA-2017-131954,Darrin Sayre,2025-07-01,Changed Mind,3,20.01,Envelope
RET-57139,CA-2016-155670,Erin Mull,2025-02-02,Defective,6,7.26,Electric Kettle
RET-57139,CA-2016-155670,Erin Mull,2025-02-02,Defective,6,7.26,Rice Cooker
RET-71537,CA-2016-143441,Evan Bailliet,2025-04-23,Not as Described,1,9.71,Mirror
RET-15992,CA-2017-164959,Katherine Nockton,2025-12-20,Defective,2,4.99,Storage Container
RET-12125,CA-2017-103380,Barry Franz,2026-05-21,Not as Described,1,8.17,Jacket
RET-12125,CA-2017-103380,Barry Franz,2026-05-21,Not as Described,1,8.17,Sticky Notes
RET-12125,CA-2017-103380,Barry Franz,2026-05-21,Not as Described,1,8.17,Side Table
RET-12125,CA-2017-103380,Barry Franz,2026-05-21,Not as Described,1,8.17,Sports Shoes
RET-12125,CA-2017-103380,Barry Franz,2026-05-21,Not as Described,1,8.17,Stapler
RET-64732,CA-2017-101574,Bruce Degenhardt,2026-03-20,Not as Described,3,8.46,Register
RET-59786,US-2014-147627,Hunter Lopez,2022-06-27,Defective,2,16.71,Electric Kettle
RET-59786,US-2014-147627,Hunter Lopez,2022-06-27,Defective,2,16.71,Pen
RET-59786,US-2014-147627,Hunter Lopez,2022-06-27,Defective,2,16.71,Jeans
RET-59786,US-2014-147627,Hunter Lopez,2022-06-27,Defective,2,16.71,Dinner Set
RET-59786,US-2014-147627,Hunter Lopez,2022-06-27,Defective,2,16.71,Wall Clock
RET-59786,US-2014-147627,Hunter Lopez,2022-06-27,Defective,2,16.71,Table Lamp
RET-95800,CA-2015-135020,Maxwell Schwartz,2023-11-26,Not as Described,2,11.66,Water Bottle
RET-95800,CA-2015-135020,Maxwell Schwartz,2023-11-26,Not as Described,2,11.66,Side Table
RET-95800,CA-2015-135020,Maxwell Schwartz,2023-11-26,Not as Described,2,11.66,Jacket
RET-95800,CA-2015-135020,Maxwell Schwartz,2023-11-26,Not as Described,2,11.66,Curtain
RET-94108,CA-2014-151162,Erin Ashbrook,2023-05-16,Changed Mind,2,178.73,Lenovo Laptop
RET-94108,CA-2014-151162,Erin Ashbrook,2023-05-16,Changed Mind,2,178.73,Wardrobe
RET-94108,CA-2014-151162,Erin Ashbrook,2023-05-16,Changed Mind,2,178.73,Dinner Set
RET-94108,CA-2014-151162,Erin Ashbrook,2023-05-16,Changed Mind,2,178.73,Handbag
RET-94108,CA-2014-151162,Erin Ashbrook,2023-05-16,Changed Mind,2,178.73,Curtain
RET-56160,CA-2015-125563,Patrick Ryan,2023-09-28,Wrong Item,1,17.2,Wallet
RET-56160,CA-2015-125563,Patrick Ryan,2023-09-28,Wrong Item,1,17.2,Earphones
RET-34123,CA-2017-101182,Katrina Bavinger,2026-02-11,Defective,3,39.26,Calculator
RET-19742,CA-2015-158351,Becky Castell,2023-12-13,Damaged,1,144.76,Office Desk
RET-92667,CA-2016-128818,Caroline Jumper,2024-11-03,Wrong Item,1,7.02,Trousers
RET-92667,CA-2016-128818,Caroline Jumper,2024-11-03,Wrong Item,1,7.02,Dress
RET-92667,CA-2016-128818,Caroline Jumper,2024-11-03,Wrong Item,1,7.02,Bookshelf
RET-92667,CA-2016-128818,Caroline Jumper,2024-11-03,Wrong Item,1,7.02,Sneakers
RET-92667,CA-2016-128818,Caroline Jumper,2024-11-03,Wrong Item,1,7.02,Belt
RET-92667,CA-2016-128818,Caroline Jumper,2024-11-03,Wrong Item,1,7.02,Mirror
RET-76287,US-2014-112949,Corey-Lock,2022-11-25,Changed Mind,1,1.41,Stapler
RET-76287,US-2014-112949,Corey-Lock,2022-11-25,Changed Mind,1,1.41,Pencil
RET-97392,US-2014-152723,Henry Goldwyn,2023-03-12,Defective,1,0.81,Mixer Grinder
RET-79758,CA-2016-101987,Hunter Lopez,2024-12-12,Defective,8,314.77,Wall Clock
RET-46010,US-2016-160528,Mick Hernandez,2025-02-08,Defective,1,73.03,Sandals
RET-46010,US-2016-160528,Mick Hernandez,2025-02-08,Defective,1,73.03,File Folder
RET-46010,US-2016-160528,Mick Hernandez,2025-02-08,Defective,1,73.03,Pillow
RET-98346,CA-2015-115168,Brenda Bowman,2023-11-17,Changed Mind,1,4.75,HP Laptop
RET-22624,CA-2017-121300,Maureen Gastineau,2026-03-28,Defective,2,8.73,Stapler
RET-22624,CA-2017-121300,Maureen Gastineau,2026-03-28,Defective,2,8.73,Dinner Set
RET-22624,CA-2017-121300,Maureen Gastineau,2026-03-28,Defective,2,8.73,T-Shirt
RET-22624,CA-2017-121300,Maureen Gastineau,2026-03-28,Defective,2,8.73,Wardrobe
RET-22624,CA-2017-121300,Maureen Gastineau,2026-03-28,Defective,2,8.73,Headphones
RET-22624,CA-2017-121300,Maureen Gastineau,2026-03-28,Defective,2,8.73,Table Lamp
RET-79003,US-2014-118997,Ruben Ausman,2022-09-15,Not as Described,4,509.71,T-Shirt
RET-62022,CA-2016-167556,Janet Martin,2024-09-27,Damaged,3,15.26,Calculator
RET-62022,CA-2016-167556,Janet Martin,2024-09-27,Damaged,3,15.26,Electric Kettle
RET-62022,CA-2016-167556,Janet Martin,2024-09-27,Damaged,3,15.26,Lenovo Laptop
RET-62022,CA-2016-167556,Janet Martin,2024-09-27,Damaged,3,15.26,Earphones
RET-41877,CA-2015-148859,Fred Harton,2024-06-11,Wrong Item,2,22.13,Sandals
RET-95182,US-2017-120418,Becky Castell,2025-11-23,Damaged,1,16.39,Stapler
RET-95182,US-2017-120418,Becky Castell,2025-11-23,Damaged,1,16.39,Asus Laptop
RET-95182,US-2017-120418,Becky Castell,2025-11-23,Damaged,1,16.39,Realme Phone
RET-95182,US-2017-120418,Becky Castell,2025-11-23,Damaged,1,16.39,Printer Paper
RET-95182,US-2017-120418,Becky Castell,2025-11-23,Damaged,1,16.39,Sports Shoes
RET-82443,CA-2014-169019,Luke Foster,2022-12-31,Changed Mind,7,293.7,Tape Dispenser
RET-82443,CA-2014-169019,Luke Foster,2022-12-31,Changed Mind,7,293.7,Sports Shoes
RET-82443,CA-2014-169019,Luke Foster,2022-12-31,Changed Mind,7,293.7,Wardrobe
RET-82443,CA-2014-169019,Luke Foster,2022-12-31,Changed Mind,7,293.7,Calculator
RET-82443,CA-2014-169019,Luke Foster,2022-12-31,Changed Mind,7,293.7,File Folder
RET-82443,CA-2014-169019,Luke Foster,2022-12-31,Changed Mind,7,293.7,Dell Laptop
RET-20837,CA-2017-169999,Jim Sink,2025-11-23,Changed Mind,1,60.81,Tape Dispenser
RET-20837,CA-2017-169999,Jim Sink,2025-11-23,Changed Mind,1,60.81,Redmi Phone
RET-53420,US-2017-133361,Anthony Jacobs,2025-11-13,Defective,2,3.49,Redmi Phone
RET-53420,US-2017-133361,Anthony Jacobs,2025-11-13,Defective,2,3.49,File Folder
RET-53420,US-2017-133361,Anthony Jacobs,2025-11-13,Defective,2,3.49,Handbag
RET-53420,US-2017-133361,Anthony Jacobs,2025-11-13,Defective,2,3.49,Study Chair
RET-53420,US-2017-133361,Anthony Jacobs,2025-11-13,Defective,2,3.49,Curtain
RET-53420,US-2017-133361,Anthony Jacobs,2025-11-13,Defective,2,3.49,Wallet
RET-15577,CA-2015-153717,Dionis Lloyd,2024-06-24,Wrong Item,1,36.21,Sports Shoes
RET-15577,CA-2015-153717,Dionis Lloyd,2024-06-24,Wrong Item,1,36.21,Side Table
RET-15577,CA-2015-153717,Dionis Lloyd,2024-06-24,Wrong Item,1,36.21,OnePlus Phone
RET-15577,CA-2015-153717,Dionis Lloyd,2024-06-24,Wrong Item,1,36.21,Wardrobe
RET-19744,US-2015-127040,Speros Goranitis,2024-05-15,Not as Described,1,5.54,Jeans
RET-19744,US-2015-127040,Speros Goranitis,2024-05-15,Not as Described,1,5.54,Drawer Unit
RET-19744,US-2015-127040,Speros Goranitis,2024-05-15,Not as Described,1,5.54,Realme Phone
RET-19744,US-2015-127040,Speros Goranitis,2024-05-15,Not as Described,1,5.54,Dinner Set
RET-33508,CA-2014-131387,Arianne Irving,2022-10-18,Not as Described,5,1565.09,Stapler
RET-62205,CA-2014-120768,Irene Maddox,2023-05-22,Damaged,1,6.67,Bookshelf
RET-62205,CA-2014-120768,Irene Maddox,2023-05-22,Damaged,1,6.67,Pen
RET-62205,CA-2014-120768,Irene Maddox,2023-05-22,Damaged,1,6.67,Realme Phone
RET-84277,US-2016-167472,Clytie Kelty,2024-11-18,Changed Mind,1,5.91,Sneakers
RET-84277,US-2016-167472,Clytie Kelty,2024-11-18,Changed Mind,1,5.91,Asus Laptop
RET-84277,US-2016-167472,Clytie Kelty,2024-11-18,Changed Mind,1,5.91,Tape Dispenser
RET-84277,US-2016-167472,Clytie Kelty,2024-11-18,Changed Mind,1,5.91,Study Chair
RET-84277,US-2016-167472,Clytie Kelty,2024-11-18,Changed Mind,1,5.91,Side Table
RET-84277,US-2016-167472,Clytie Kelty,2024-11-18,Changed Mind,1,5.91,Cabinet
RET-84277,US-2016-167472,Clytie Kelty,2024-11-18,Changed Mind,1,5.91,Wardrobe
RET-28343,CA-2014-110639,Rick Hansen,2023-02-16,Damaged,3,17.04,Handbag
RET-28343,CA-2014-110639,Rick Hansen,2023-02-16,Damaged,3,17.04,Lunch Box
RET-67290,CA-2015-110863,Anna Andreadi,2024-05-06,Wrong Item,3,329.1,Dinner Set
RET-67290,CA-2015-110863,Anna Andreadi,2024-05-06,Wrong Item,3,329.1,Headphones
RET-67290,CA-2015-110863,Anna Andreadi,2024-05-06,Wrong Item,3,329.1,Electric Kettle
RET-90460,CA-2015-117828,Bradley Drucker,2024-06-21,Defective,1,42.17,Shoe Rack
RET-45825,CA-2016-101791,Brian Stugart,2024-11-11,Changed Mind,6,697.05,Cabinet
RET-45825,CA-2016-101791,Brian Stugart,2024-11-11,Changed Mind,6,697.05,Wardrobe
RET-45825,CA-2016-101791,Brian Stugart,2024-11-11,Changed Mind,6,697.05,Pencil
RET-59207,US-2015-113327,Ben Ferrer,2023-11-13,Changed Mind,1,5.32,Dinner Set
RET-59207,US-2015-113327,Ben Ferrer,2023-11-13,Changed Mind,1,5.32,Side Table
RET-59207,US-2015-113327,Ben Ferrer,2023-11-13,Changed Mind,1,5.32,Bluetooth Speaker
RET-59207,US-2015-113327,Ben Ferrer,2023-11-13,Changed Mind,1,5.32,Coffee Table
RET-91083,CA-2016-100244,Greg Maxwell,2025-02-28,Not as Described,7,41.81,Water Bottle
RET-91083,CA-2016-100244,Greg Maxwell,2025-02-28,Not as Described,7,41.81,Table Lamp
RET-91083,CA-2016-100244,Greg Maxwell,2025-02-28,Not as Described,7,41.81,Headphones
RET-91083,CA-2016-100244,Greg Maxwell,2025-02-28,Not as Described,7,41.81,Dining Chair
RET-91083,CA-2016-100244,Greg Maxwell,2025-02-28,Not as Described,7,41.81,Sticky Notes
RET-20752,CA-2017-166317,Jim Epp,2026-03-22,Not as Described,2,103.61,Formal Shoes
RET-20752,CA-2017-166317,Jim Epp,2026-03-22,Not as Described,2,103.61,Sandals
RET-20752,CA-2017-166317,Jim Epp,2026-03-22,Not as Described,2,103.61,iPhone
RET-20752,CA-2017-166317,Jim Epp,2026-03-22,Not as Described,2,103.61,Toaster
RET-93086,CA-2016-109743,Sally Hughsby,2025-03-01,Wrong Item,7,52.72,Trousers
